audio_file,raw_text,label,speaker_id
/dist_home/suryansh/sharukesh/speech/german/emodb_wavs_16k/03a01Wa.wav,Der Lappen liegt auf dem Eisschrank.,0,03
/dist_home/suryansh/sharukesh/speech/german/emodb_wavs_16k/03a02Ta.wav,Das will sie am Mittwoch abgeben.,5,03
/dist_home/suryansh/sharukesh/speech/german/emodb_wavs_16k/03a02Wc.wav,Das will sie am Mittwoch abgeben.,0,03
/dist_home/suryansh/sharukesh/speech/german/emodb_wavs_16k/03a05Aa.wav,Das schwarze Stück Papier befindet sich da oben neben dem Holzstück.,3,03
/dist_home/suryansh/sharukesh/speech/german/emodb_wavs_16k/03a05Wa.wav,Das schwarze Stück Papier befindet sich da oben neben dem Holzstück.,0,03
/dist_home/suryansh/sharukesh/speech/german/emodb_wavs_16k/03a07Fb.wav,In sieben Stunden wird es soweit sein.,4,03
/dist_home/suryansh/sharukesh/speech/german/emodb_wavs_16k/03b01Td.wav,"Was sind denn das für Tüten, die da unter dem Tisch stehen?",5,03
/dist_home/suryansh/sharukesh/speech/german/emodb_wavs_16k/03b01Wc.wav,"Was sind denn das für Tüten, die da unter dem Tisch stehen?",0,03
/dist_home/suryansh/sharukesh/speech/german/emodb_wavs_16k/03b02Tb.wav,Sie haben es gerade hoch getragen und jetzt gehen sie wieder runter.,5,03
/dist_home/suryansh/sharukesh/speech/german/emodb_wavs_16k/03b03Wc.wav,An den Wochenenden bin ich jetzt immer nach Hause gefahren und habe Agnes besucht.,0,03
/dist_home/suryansh/sharukesh/speech/german/emodb_wavs_16k/03b10Ab.wav,"Die wird auf dem Platz sein, wo wir sie immer hinlegen.",3,03
/dist_home/suryansh/sharukesh/speech/german/emodb_wavs_16k/03b10Wb.wav,"Die wird auf dem Platz sein, wo wir sie immer hinlegen.",0,03
/dist_home/suryansh/sharukesh/speech/german/emodb_wavs_16k/08a01Fd.wav,Der Lappen liegt auf dem Eisschrank.,4,08
/dist_home/suryansh/sharukesh/speech/german/emodb_wavs_16k/08a01Na.wav,Der Lappen liegt auf dem Eisschrank.,6,08
/dist_home/suryansh/sharukesh/speech/german/emodb_wavs_16k/08a02Wc.wav,Das will sie am Mittwoch abgeben.,0,08
/dist_home/suryansh/sharukesh/speech/german/emodb_wavs_16k/08a04Ff.wav,Heute Abend könnte ich es ihm sagen.,4,08
/dist_home/suryansh/sharukesh/speech/german/emodb_wavs_16k/08a04Nc.wav,Heute Abend könnte ich es ihm sagen.,6,08
/dist_home/suryansh/sharukesh/speech/german/emodb_wavs_16k/08a04Wc.wav,Heute Abend könnte ich es ihm sagen.,0,08
/dist_home/suryansh/sharukesh/speech/german/emodb_wavs_16k/08a05Fe.wav,Das schwarze Stück Papier befindet sich da oben neben dem Holzstück.,4,08
/dist_home/suryansh/sharukesh/speech/german/emodb_wavs_16k/08a07La.wav,In sieben Stunden wird es soweit sein.,1,08
/dist_home/suryansh/sharukesh/speech/german/emodb_wavs_16k/08a07Na.wav,In sieben Stunden wird es soweit sein.,6,08
/dist_home/suryansh/sharukesh/speech/german/emodb_wavs_16k/08a07Ta.wav,In sieben Stunden wird es soweit sein.,5,08
/dist_home/suryansh/sharukesh/speech/german/emodb_wavs_16k/08b01Aa.wav,"Was sind denn das für Tüten, die da unter dem Tisch stehen?",3,08
/dist_home/suryansh/sharukesh/speech/german/emodb_wavs_16k/08b01Fe.wav,"Was sind denn das für Tüten, die da unter dem Tisch stehen?",4,08
/dist_home/suryansh/sharukesh/speech/german/emodb_wavs_16k/08b01Lb.wav,"Was sind denn das für Tüten, die da unter dem Tisch stehen?",1,08
/dist_home/suryansh/sharukesh/speech/german/emodb_wavs_16k/08b02La.wav,Sie haben es gerade hoch getragen und jetzt gehen sie wieder runter.,1,08
/dist_home/suryansh/sharukesh/speech/german/emodb_wavs_16k/08b03Lc.wav,An den Wochenenden bin ich jetzt immer nach Hause gefahren und habe Agnes besucht.,1,08
/dist_home/suryansh/sharukesh/speech/german/emodb_wavs_16k/08b03Nb.wav,An den Wochenenden bin ich jetzt immer nach Hause gefahren und habe Agnes besucht.,6,08
/dist_home/suryansh/sharukesh/speech/german/emodb_wavs_16k/08b03Tc.wav,An den Wochenenden bin ich jetzt immer nach Hause gefahren und habe Agnes besucht.,5,08
/dist_home/suryansh/sharukesh/speech/german/emodb_wavs_16k/08b09Lc.wav,Ich will das eben wegbringen und dann mit Karl was trinken gehen.,1,08
/dist_home/suryansh/sharukesh/speech/german/emodb_wavs_16k/08b09Tb.wav,Ich will das eben wegbringen und dann mit Karl was trinken gehen.,5,08
/dist_home/suryansh/sharukesh/speech/german/emodb_wavs_16k/08b09Wc.wav,Ich will das eben wegbringen und dann mit Karl was trinken gehen.,0,08
/dist_home/suryansh/sharukesh/speech/german/emodb_wavs_16k/08b10Aa.wav,"Die wird auf dem Platz sein, wo wir sie immer hinlegen.",3,08
/dist_home/suryansh/sharukesh/speech/german/emodb_wavs_16k/08b10Fd.wav,"Die wird auf dem Platz sein, wo wir sie immer hinlegen.",4,08
